"Response ID","Time Started","Date Submitted","Status","q1_screening_class_action_5years","q2_new_regulations","q3_supreme_court_pro_class:q_item_","q4_legal_fees:q_item_","q5_file_dismissal_legal_fees:q_item_","q6_class_amount:q_item_","q7_attorney_general_position:q_item_","q8_defend_public:q_item_","גיל רון קינן ושות':q9_prosecutors","אייל גולדנברג:q9_prosecutors","שפירא בר אור מצקין:q9_prosecutors","שפיגלמן:q9_prosecutors","אבי רוקח:q9_prosecutors","בך - לדרמן:q9_prosecutors","גורודיסקי:q9_prosecutors","גרימברג - ורד:q9_prosecutors","ואנונו - זקבך:q9_prosecutors","מוסקוביץ – אזרואל:q9_prosecutors","יצחק אבירם:q9_prosecutors","קלעי רוזן:q9_prosecutors","אסף פינק:q9_prosecutors","רונן עדיני:q9_prosecutors","טנוס והאני ניזאר:q9_prosecutors","מסאלחה אחמד:q9_prosecutors","יוחי גבע:q9_prosecutors","פדלון&לופו:q9_prosecutors","גולן נפתלי:q9_prosecutors","מאור בן דוד:q9_prosecutors","שקד דדוש:q9_prosecutors","אורלי בן עמי:q9_prosecutors","זילברברג מלין:q9_prosecutors","לירון פרמינגר:q9_prosecutors","יונתן רפפורט:q9_prosecutors","אנגור דוד:q9_prosecutors","אמיר ישראלי:q9_prosecutors","רענן בשן:q9_prosecutors","איתי ליבנה:q9_prosecutors","פירט וילנסקי:q9_prosecutors","אסף שילה:q9_prosecutors","חן שטיין:q9_prosecutors","דוד מזרחי:q9_prosecutors","דן אשכנזי:q9_prosecutors","חן שטיין:q9_prosecutors","חן יערי רוזן עם גלעד ברנע:q9_prosecutors","אורי ברעם:q9_prosecutors","עובדיה כהן:q9_prosecutors","רם דקל:q9_prosecutors","שמש מנור:q9_prosecutors","אחר, פרט::q9_prosecutors","אחר, פרט::q9_prosecutors","הרצוג פוקס נאמן:q10_defendant","מיתר ליקוורניק:q10_defendant","גולדפרב זליגמן:q10_defendant","שבלת עם ראבד מגריזו:q10_defendant","פישר בכר חן וול אוריון:q10_defendant","מ.פירון:q10_defendant","גורנציקי:q10_defendant","יגאל ארנון:q10_defendant","נשיץ ברנדס אמיר:q10_defendant","ש.הורוביץ:q10_defendant","גרוס קלינדהנדלר:q10_defendant","פרל כהן לצר צדק ברץ:q10_defendant","עמית פולק מטלון:q10_defendant","עמר רייטר זאן:q10_defendant","ארדינסט בן נתן טולידנו ושות:q10_defendant","זיסמן אהרוני גייר:q10_defendant","בלטר גוט אלוני:q10_defendant","תדמור ושות פרופ' יובל לוי ושת:q10_defendant","אגמון ושות רוזנברג הכהן ושות:q10_defendant","דורון טיקוצקי קנטור:q10_defendant","ברנע:q10_defendant","ליפא מאיר:q10_defendant","ש.פרידמן:q10_defendant","יהודה רווה:q10_defendant","וקסלר ברגמן:q10_defendant","לויתן שרון:q10_defendant","יוסי לוי:q10_defendant","הררי טויסטר:q10_defendant","חיים פרוכרטר:q10_defendant","אליאס בן אריה:q10_defendant","בועז בן צור:q10_defendant","בן ארי פיש:q10_defendant","איתן מהולל שדות:q10_defendant","ברקמן וקלסר בלום:q10_defendant","רון גזית רוטנברג:q10_defendant","ויינברגר ברטנטל:q10_defendant","אחר, פרט::q10_defendant","אחר, פרט::q10_defendant","q11_judge_support","q12_judge_opposed","q13_new_law","אחר, פרט::q13_new_law","q14_court","צרכנות:q15_subject_profit","ביטוח:q15_subject_profit","בנקאות:q15_subject_profit","הגבלים עסקיים:q15_subject_profit","ניירות ערך:q15_subject_profit","מפגעים סביבתיים:q15_subject_profit","חוק איסור אפליה:q15_subject_profit","נגישות לאנשים עם מוגבלות:q15_subject_profit","דיני עבודה:q15_subject_profit","תביעות נגד רשויות:q15_subject_profit","חוק הספאם:q15_subject_profit","q16_favourable_end","q17_manage_suit","q18_representation","q19_unjustified_specify","city","status","אחר::status"
"208","2019-01-26 16:48:35","27/01/2019 9:07:46 am","Complete","1","1","2","2","4","3","3","5","","","","","","","","גרימברג - ורד","ואנונו - זקבך","מוסקוביץ – אזרואל","","","","","","","","","","","","","","","","","","","","","אסף שילה","","","","","","","","","","אחר, פרט:","עידו שטיינר","הרצוג פוקס נאמן","","","","","","גורנציקי","יגאל ארנון","","ש.הורוביץ","","","","","","","","","","","","","","","","","","הררי טויסטר","","","","","","","","","","","יגאל גריל","עאטף עיילבוני","internet","","מחוזי מרכז","","","","","","מפגעים סביבתיים","","","","תביעות נגד רשויות","","settlement","no_preference","prosecutors","ללא בסיס עובדתי ראוי וללא עילה","נהרייה","partner",""
"210","2019-01-27 01:38:00","27/01/2019 8:41:27 am","Partial","1","5","3","5","4","2","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"211","2019-01-27 01:55:19","27/01/2019 9:01:12 am","Complete","1","2","4","5","2","3","3","3","","","שפירא בר אור מצקין","","","","גורודיסקי","","","","יצחק אבירם","","אסף פינק","","","","","","","","","","","","","","","","","פירט וילנסקי","","","","","","","","","","","","","הרצוג פוקס נאמן","","","","","","גורנציקי","יגאל ארנון","נשיץ ברנדס אמיר","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","תמר בזק רפפורט","צילה צפת","privacy","","מחוזי מרכז","","","","הגבלים עסקיים","","","","","","","","settlement","no_preference","defendents","תובענה צרכנית על רישום רכיבים לפי תקנים","תל אביב","employed",""
"212","2019-01-27 02:59:13","27/01/2019 10:27:15 am","Partial","1","5","3","2","3","2","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","לא יודעת ","","","","שבלת עם ראבד מגריזו","","","","","","ש.הורוביץ","","","","","","","","","","","","","","יהודה רווה","","","","הררי טויסטר","","","","","","","","","","","מנחם רניאל","צילה צפת","","","","","","","","","","","","","","","","","","","","",""
"213","2019-01-27 04:14:32","27/01/2019 11:15:36 am","Partial","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"214","2019-01-27 04:47:25","27/01/2019 11:51:15 am","Complete","1","4","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אסף שילה","","","","","","","","","","אחר, פרט:","תומר ברם","","","","","","","","","","","","","","","","","","","","","","","ש.פרידמן","","","","","","","","","","","","","","","","יחזקאל קינר","אסתר שטמר","education","","מחוזי מרכז","","","","הגבלים עסקיים","","","","","","","חוק הספאם","verdict","single_office","defendents","ללא נזק","תל אביב -יפו","owner",""
"215","2019-01-27 05:14:15","27/01/2019 12:27:00 pm","Complete","1","2","4","5","3","3","3","4","גיל רון קינן ושות'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","פירט וילנסקי","","","","","","חן יערי רוזן עם גלעד ברנע","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","בועז בן צור","","","","","","","","אסתר שטמר","צילה צפת","internet","","מחוזי מרכז","","","","","ניירות ערך","","","","","","","settlement","single_office","defendents","שאינה מגלה עילת תביעה, או תביעה קטנונית שעוסקת בזוטי דברים","תל אביב -יפו","partner",""
"216","2019-01-27 06:39:22","27/01/2019 1:46:48 pm","Complete","1","2","3","2","3","2","3","5","","","","","","","גורודיסקי","","","","","","אסף פינק","","","","","","","","","","","","יונתן רפפורט","","אמיר ישראלי","","","","אסף שילה","","","","","","","","","","","","","מיתר ליקוורניק","","","","מ.פירון","גורנציקי","","","","","","","","","","בלטר גוט אלוני","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","מיכל נד''ב","דורון חסדאי","old_age","","מחוזי מרכז","צרכנות","ביטוח","","","","","","","","","","settlement","single_office","prosecutors","העובדות המהוות את עילת התביעה שגויות","תל אביב -יפו","owner",""
"217","2019-01-27 06:57:12","27/01/2019 2:03:38 pm","Complete","1","3","1","3","3","2","3","3","גיל רון קינן ושות'","","","","","","","","","מוסקוביץ – אזרואל","יצחק אבירם","","","","","","","","","","","","","","","","","","","","","","","","","","","","","שמש מנור","אחר, פרט:","נאור גרשט","","מיתר ליקוורניק","גולדפרב זליגמן","","","","","","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","לויתן שרון","","","","","","","","","","","","","צילה צפת","תמר בזק רפפורט","internet","","מחוזי באר שבע","","","בנקאות","","ניירות ערך","","","","","","","settlement","coop_office","prosecutors","תביעה שאין לה שום סיכוי לשנות נורמת התנהגות - והיא בבחינת קנס שמשלמים כדי להמשיך ולעשות מה שרוצים","תל אביב -יפו","owner",""
"218","2019-01-27 07:25:04","27/01/2019 2:25:22 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"219","2019-01-27 07:29:33","27/01/2019 2:29:51 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220","2019-01-27 07:31:28","27/01/2019 2:37:30 pm","Complete","1","2","3","3","2","4","2","3","גיל רון קינן ושות'","","שפירא בר אור מצקין","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","שמש מנור","","","","","","","פישר בכר חן וול אוריון","","","יגאל ארנון","","ש.הורוביץ","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","רות רונן","הדס  עובדיה","internet","","מחוזי מרכז","","","","הגבלים עסקיים","ניירות ערך","","","","","","","legal_mediation","single_office","defendents","תביעה נטולת עילה; תביעה שגם את תתקבל לא תועיל לחברי הקבוצה","תל אביב","employed",""
"222","2019-01-27 09:52:23","27/01/2019 4:58:09 pm","Partial","1","2","3","2","1","2","2","3","","","","","","","","","","","","","","","טנוס והאני ניזאר","","","","","","","אורלי בן עמי","","לירון פרמינגר","","","","","","","","חן שטיין","","","חן שטיין","","","","","","","","","","","","","","","","","","","","","","","","","","","","ברנע","","","יהודה רווה","","לויתן שרון","יוסי לוי","","","","","","","","","","אחר, פרט:","סחרוב, זליגמן, ורוד ושות'","תמר בזק רפפורט","אסתר נחליאלי חיאט","","","","","","","","","","","","","","","","","","","","",""
"223","2019-01-27 09:53:12","27/01/2019 4:56:23 pm","Partial","1","1","3","2","3","3","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"224","2019-01-28 04:02:43","28/01/2019 11:08:30 am","Complete","1","2","2","3","5","2","3","4","","","","","","בך - לדרמן","","","","","יצחק אבירם","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","נאור - גרשט","","","","","","","","","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","רון סוקול","תמר בזק רפפורט","internet","","מחוזי מרכז","","","","הגבלים עסקיים","ניירות ערך","","","","","","","verdict","single_office","prosecutors","תובענה מופרכת וטורדנית","רמת גן","partner",""
"225","2019-01-28 04:03:07","28/01/2019 11:18:50 am","Complete","1","1","1","2","5","3","2","5","","","","","","","גורודיסקי","","","","","קלעי רוזן","","רונן עדיני","","","","","","","","","","","","","","","","","","","","","","","","","רם דקל","","אחר, פרט:","איזנברג גולדמן - חברת עורכי דין","הרצוג פוקס נאמן","","","","","מ.פירון","","יגאל ארנון","","ש.הורוביץ","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","מיכל אגמון גונן","מיכל נד''ב","other","סעד הצהרתי נגד רשות, ביטול התיישנות קצרה","מחוזי ת""א","","","","","","","","","","תביעות נגד רשויות","","verdict","single_office","prosecutors","תובענה שאישורה נדחה. הסרק צריך לקבל ביטוי בפסיקת הוצאות. ","תל אביב -יפו","owner",""
"226","2019-01-28 04:04:10","28/01/2019 11:04:24 am","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"227","2019-01-28 04:04:53","28/01/2019 11:18:15 am","Complete","1","2","4","4","3","3","3","4","גיל רון קינן ושות'","","","","","","גורודיסקי","","","","יצחק אבירם","","","רונן עדיני","","","","","","","","","","","","","","","","","אסף שילה","","","","","","","","","","","","","","גולדפרב זליגמן","","פישר בכר חן וול אוריון","","גורנציקי","יגאל ארנון","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","יעקב סלומון ליפשיץ","מיכל נד''ב","מנחם רניאל","privacy","","מחוזי י-ם","","","","","","","","נגישות לאנשים עם מוגבלות","","","","legal_mediation","single_office","defendents","תביעה שבעליל ברור שאין לה בסיס עובדתי או משפטי המקים עילת תביעה אישית","חיפה","partner",""
"228","2019-01-28 04:07:30","28/01/2019 11:10:45 am","Partial","1","2","3","3","3","4","4","5","","","","","","בך - לדרמן","","","","","יצחק אבירם","","אסף פינק","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","אורי ברעם","","","","","","","","","","פישר בכר חן וול אוריון","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"229","2019-01-28 04:10:14","28/01/2019 12:38:24 pm","Complete","1","1","2","3","1","3","4","5","גיל רון קינן ושות'","","","","","","","","","","","","אסף פינק","","טנוס והאני ניזאר","","יוחי גבע","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","","","","","","גולדפרב זליגמן","שבלת עם ראבד מגריזו","פישר בכר חן וול אוריון","","","","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","","","","","","","","","","","","","","","איתן מהולל שדות","","","","","","שושנה אלמגור","עידית ברקוביץ","privacy","","מחוזי חיפה","","ביטוח","בנקאות","","","","","","","","","legal_mediation","coop_office","prosecutors","תובענה שאינה מגלה עילה","תל אביב -יפו","owner",""
"230","2019-01-28 04:10:11","28/01/2019 11:11:18 am","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"231","2019-01-28 04:12:24","28/01/2019 11:17:21 am","Partial","1","2","2","3","2","5","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","לא מכירה משרדים אותם אני מחישבה כאיכותיים","","","","","","","","","","ש.הורוביץ","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","המבורגר עברון ושות'","צילה צפת","","","","","","","","","","","","","","","","","","","","","",""
"232","2019-01-28 04:13:13","28/01/2019 11:37:12 am","Complete","1","2","3","3","2","2","4","4","גיל רון קינן ושות'","","שפירא בר אור מצקין","","","","","","","מוסקוביץ – אזרואל","","קלעי רוזן","","","","","","","","","","","","","","","","","","","","","","","","","","","","שמש מנור","","","","","","","פישר בכר חן וול אוריון","","","","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","ברנע","","","","","","","","","","בועז בן צור","בן ארי פיש","","","","","","","מנחם רניאל","מנחם רניאל","prisoner_rights","","מחוזי חיפה","","ביטוח","","הגבלים עסקיים","","","","","","","","settlement","single_office","defendents","יחלחל","תל אביב -יפו","employed",""
"233","2019-01-28 04:15:46","28/01/2019 11:15:58 am","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"234","2019-01-28 04:24:02","28/01/2019 11:31:11 am","Complete","1","3","4","3","2","3","2","3","","","","","","בך - לדרמן","","","","","","קלעי רוזן","אסף פינק","","","","","","","","","","","","","","","","","","אסף שילה","","","","","","","","","","","","","","","","","","","","","","","","עמית פולק מטלון","עמר רייטר זאן","","","","","","","","","","","","","","","","","","","","ברקמן וקלסר בלום","","","","","יחזקאל קינר","הדס  עובדיה","privacy","","מחוזי ת""א","צרכנות","","","","","","","נגישות לאנשים עם מוגבלות","","","","settlement","single_office","defendents","נזק קטן מעלות ניהול הליך מלא","בני ברק","employed",""
"235","2019-01-28 04:33:11","28/01/2019 11:38:00 am","Complete","1","2","2","2","4","3","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","אליאב בן אריה","","","","","","","","","","","","","","","","זיסמן אהרוני גייר","","","","","","","","","","","","","","אליאס בן אריה","","","","","","","","","אסתר נחליאלי חיאט","הדס  עובדיה","privacy","","מחוזי ת""א","צרכנות","","","","","","","","","","","verdict","single_office","both","חוסר בתשתית עובדתית או משפטית","תל אביב","partner",""
"237","2019-01-28 04:41:41","28/01/2019 11:49:04 am","Complete","1","2","3","3","4","4","4","5","גיל רון קינן ושות'","","","","","","גורודיסקי","","","","יצחק אבירם","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","יגאל ארנון","","","","","","","","","בלטר גוט אלוני","","","","","","","","","","","","","","","","","","","","","","תמר בזק רפפורט","צילה צפת","privacy","","מחוזי מרכז","צרכנות","","","","","","","","דיני עבודה","","","dismissal","single_office","prosecutors","בעלת מאפיינים אישיים המצריכים בירור פרטני. ","ירושלים","employed",""
"238","2019-01-28 04:43:51","28/01/2019 11:48:24 am","Complete","1","2","2","3","3","3","4","5","","","","","","","גורודיסקי","","","","","קלעי רוזן","אסף פינק","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","חיים פרוכרטר","","","","","","","","","","גילה כנפי-שטייניץ","מנחם רניאל","education","","מחוזי י-ם","צרכנות","","","","","","","","","","","verdict","single_office","defendents","תובענה שגם אם תתקבל במלואה, התועלת הציבורית קטנה מעלויות ניהול התיק","חיפה","employed",""
"239","2019-01-28 04:57:25","28/01/2019 12:00:52 pm","Complete","1","3","1","3","3","1","5","3","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","","","רונן עדיני","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","יגאל ארנון","","","","","","עמר רייטר זאן","","","","תדמור ושות פרופ' יובל לוי ושת","","","","ליפא מאיר","","","","","","","","","","","","","","","","","רחמים כהן","רון סוקול","internet","","מחוזי מרכז","","","","","","","","","","תביעות נגד רשויות","","legal_mediation","no_preference","prosecutors","בללל","חיפה","owner",""
"240","2019-01-28 04:57:32","28/01/2019 12:04:00 pm","Complete","1","2","3","3","4","5","5","5","","","","","","","גורודיסקי","","","","","","אסף פינק","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ברנע","","","","","","","","","אליאס בן אריה","","","איתן מהולל שדות","","","","","","אסתר שטמר","הדס  עובדיה","old_age","","מחוזי מרכז","צרכנות","","","","","","","","","","","settlement","single_office","prosecutors","אין דבר כזה. אם יש עילה מגיע פיצוי. אנחנו צריכים לדאוג לעולם הוגן וטוב יותר. צריך שוט נגד עבריינים.","תל אביב -יפו","employed",""
"241","2019-01-28 04:58:14","28/01/2019 12:01:57 pm","Complete","1","1","2","2","4","3","3","5","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","יצחק אבירם","","","","","","","","","","","","","","","","","","","","","חן שטיין","דוד מזרחי","","","","","","","","","","הרצוג פוקס נאמן","","","","פישר בכר חן וול אוריון","","גורנציקי","","","ש.הורוביץ","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","עידית ברקוביץ","education","","מחוזי י-ם","","","בנקאות","","ניירות ערך","","","","","","","legal_mediation","no_preference","prosecutors","היעדר עילה, תובענה שהיא רק ""תחושת בטן"" אבל לא מבוססת משפטית.","ירושלים","owner",""
"242","2019-01-28 04:59:08","28/01/2019 12:05:24 pm","Complete","1","1","1","2","3","1","4","5","","","שפירא בר אור מצקין","","","","","","","","","","","","","","","","","מאור בן דוד","","","","","","","","רענן בשן","איתי ליבנה","","","","","","","","","","","שמש מנור","","","","","גולדפרב זליגמן","","פישר בכר חן וול אוריון","","","יגאל ארנון","","","","","","","","","","","","","","","","","","","","","","","בועז בן צור","","","","","","","","רחמים כהן","אסתר שטמר","prisoner_rights","","מחוזי מרכז","צרכנות","","","","ניירות ערך","","","","","","","settlement","coop_office","prosecutors","בעניין סימון מוצרי מזון","רמת גן","owner",""
"243","2019-01-28 05:24:48","28/01/2019 12:57:57 pm","Complete","1","4","4","2","2","2","2","2","","","","","","","","","","","","קלעי רוזן","","","","","","","","","","אורלי בן עמי","","","","","אמיר ישראלי","","","","","","דוד מזרחי","","","חן יערי רוזן עם גלעד ברנע","","","","","","","הרצוג פוקס נאמן","","","","","","","יגאל ארנון","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","","","","","ש.פרידמן","","","","","","","","","","","","","","","","יגאל גריל","מנחם רניאל","internet","","מחוזי מרכז","","","","","","","","","","תביעות נגד רשויות","","settlement","no_preference","state","תובענה שעילתה פגיעה באוטונומיה","חיפה","refuse",""
"244","2019-01-28 07:13:55","28/01/2019 2:19:05 pm","Partial","1","1","3","2","3","4","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247","2019-01-28 08:18:59","28/01/2019 3:27:18 pm","Complete","1","2","3","2","3","3","3","4","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","קלעי רוזן","אסף פינק","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","","","","","","גולדפרב זליגמן","","","","","יגאל ארנון","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","תמר בזק רפפורט","אסתר שטמר","privacy","","מחוזי מרכז","צרכנות","","","","","","","נגישות לאנשים עם מוגבלות","","","","verdict","no_preference","prosecutors","תובענה שמוגשת בחופזה ללא בסיס עובדתי ו/או משפטי","ירושלים","employed",""
"248","2019-01-28 08:21:05","28/01/2019 3:55:37 pm","Complete","1","2","2","2","3","2","3","5","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","יצחק אבירם","קלעי רוזן","","","","","","","","","","","","","","","","","","","","","","","","","","","","שמש מנור","","","הרצוג פוקס נאמן","","גולדפרב זליגמן","שבלת עם ראבד מגריזו","פישר בכר חן וול אוריון","","","","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","","","","","","","","","","","","","","","","","","","","","תמר בזק רפפורט","צילה צפת","prisoner_rights","","מחוזי י-ם","","","בנקאות","","","","","נגישות לאנשים עם מוגבלות","","","","verdict","coop_office","prosecutors","תובענה שעל פניה אין כל הצדקה להגשתה או שערכה נמוך מאוד","ירושלים","owner",""
"249","2019-01-28 08:28:38","28/01/2019 3:33:07 pm","Complete","1","4","4","4","4","3","4","4","","אייל גולדנברג","שפירא בר אור מצקין","","","","","","","","יצחק אבירם","","אסף פינק","","","","","","","","","","","","","","","","","","","","","","","חן יערי רוזן עם גלעד ברנע","","","","","","","","","גולדפרב זליגמן","","","מ.פירון","גורנציקי","יגאל ארנון","","","","","","","","","","","","","","","","","","לויתן שרון","","","","","","","","","","","","","שושנה אלמגור","צילה צפת","internet","","מחוזי מרכז","","","","הגבלים עסקיים","ניירות ערך","","","","","","","settlement","no_preference","defendents","ספאם","תל אביב -יפו","partner",""
"250","2019-01-28 08:28:41","28/01/2019 3:31:53 pm","Partial","1","5","4","4","3","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","","","","הרצוג פוקס נאמן","מיתר ליקוורניק","","","","","","יגאל ארנון","","","","","","עמר רייטר זאן","","","","","","","","","","","","","","","","","","","","ברקמן וקלסר בלום","","","","","מיכל אגמון גונן","מנחם רניאל","","","","","","","","","","","","","","","","","","","","",""
"251","2019-01-28 08:29:11","28/01/2019 3:29:22 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"252","2019-01-28 08:29:29","28/01/2019 3:31:22 pm","Partial","1","3","4","3","3","2","4","3","","","","","","","גורודיסקי","","","","","","","רונן עדיני","","","יוחי גבע","","","","","","","","","","","","","","","","","","","","","","","שמש מנור","","","הרצוג פוקס נאמן","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","מיכל אגמון גונן","תמר בזק רפפורט","","","","","","","","","","","","","","","","","","","","",""
"253","2019-01-28 08:29:31","28/01/2019 3:34:37 pm","Complete","1","1","3","3","2","2","4","5","","","","","","","","","","","יצחק אבירם","","אסף פינק","","","","","","","","","","","","","","","רענן בשן","","פירט וילנסקי","","","","","","","","","רם דקל","","","","","מיתר ליקוורניק","","","פישר בכר חן וול אוריון","","","","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","הדס  עובדיה","privacy","","מחוזי ת""א","צרכנות","","","","","","","","","תביעות נגד רשויות","","legal_mediation","no_preference","prosecutors","סימני מוצרים","כפר סבא","partner",""
"254","2019-01-28 08:29:23","28/01/2019 3:30:37 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256","2019-01-28 08:35:57","28/01/2019 3:39:02 pm","Partial","1","1","2","3","2","3","4","4","גיל רון קינן ושות'","","","","","","","גרימברג - ורד","","מוסקוביץ – אזרואל","","","אסף פינק","","","","יוחי גבע","","","","","","","","","","","","","","","","","","","","","","","","","","הרצוג פוקס נאמן","מיתר ליקוורניק","גולדפרב זליגמן","","","","","","","","גרוס קלינדהנדלר","","","","","","","","","","","ליפא מאיר","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"257","2019-01-28 08:37:47","28/01/2019 3:44:03 pm","Complete","1","4","3","2","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","יונתן רפפורט","","אמיר ישראלי","","","","","","","","","","אורי ברעם","","","שמש מנור","אחר, פרט:","כהן גולד ושות'","","","","","","","","יגאל ארנון","","","","","","עמר רייטר זאן","ארדינסט בן נתן טולידנו ושות","","","","","","","","ש.פרידמן","","","","","","","","בועז בן צור","","","","","","","","תמר בזק רפפורט","רות רונן","privacy","","מחוזי י-ם","צרכנות","","","","","","","נגישות לאנשים עם מוגבלות","","","","settlement","single_office","defendents","סימון מזון","בני ברק","employed",""
